Column1;;;;;;;;;;
"Belgian brews can sometimes be real sugar bombs, but I noted that Founders kept the sugar from leaping over the top of the brew. Bad Habit poured a lovely, rust-like color with a fair head. Scent opened up quickly into sweet and mildly spicy and with a bit of alcohol.		Flavor was candy-like and fruity, but the touch of spice I smelled at the pour carried into the flavor profile, somewhat balancing everything out. I also noted a zing from the hops in the background and in the very long finish.		This limited-edition beer is certainly worth a try.";;;;;;;;;;
"Thanks to hopdog for this one....coincidentally, I think I liked this one much more than Steve.	Appears a dark amber with a small white cap that fades out slowly. Spotty bits of lacing are left around the glass.	Smell is of caramel, herbal hops, with grapefruit, and pine jumping out.	Taste is of bitter herbal hops, earthiness, fruity yeast, and vanilla.	Mouthfeel is medium bodied, bitter, with caramel and hops being well balanced. Slightly thin finish.";;;;;;;;;;
"Ok - from the pour you know this is a fruit beer that's not playing around. Light red raspberry color with pink hues and a small pinkish white head. Not much retention and very little lacing. Lighter in color than Lindeman's Framboise Lambic, but more color than any other fruit beers (excluding those delicious fruit stouts & porters).		Upfront raspberry aroma and a hint of alcohol. Mild malt sweetness mixes well with the fruit and does give off the disconnected graininess of typical fruit beers.		Again, raspberry dominates but not too overpowering. Wonderful sweet-tart flavors provide the right about of tangy sourness. Light bitterness towards the end, along with a dose of some alcohol spice. Finishes with lingering raspberry, sweet malt, a hint of spicy hop.		Medium bodied, smooth and crisp with low carbonation. Finishes dry and surprisingly refreshing and drinkable. Great drinkability, but as with many fruit beers it can get tired. 		A special beer and one of the best in the fruit category. This beer does not play - you want raspberry, here is raspberry!";;;;;;;;;;
"Poured from a ""stubby"" 12oz. bottle into a wine goblet.	Deep, copper/gold in color, with a very short head of foam. Lots of suspended sediment that doesn't settle, even after a few minutes. Curious, but not a deterrent.	Aroma-Faint, but certain whiff of bourbon, definite hop note.	Taste-Sweet-tinged bourbon and barleywine mix. Maple syrup sweetness, bourbon heat, fruity hop notes, leading to a bit of a medicinal finish. Thick and chewy, smooth and strong with a belly-warming finish. I would have liked to try a more fresh version for comparison as my bottle was over a year old. 	Overall, pretty nice for an aged bottle, but all the suspended sediment was a bit distracting and may have affected the taste.";;;;;;;;;;
"Poured from a 12 ounce bottle into a tumbler glass.		Appearance: Hazy bright yellow with a big white head.		Smell: Lots of hops. Grapefruits and lemons.		Taste: Despite the big hop aroma, hops are kind of light in the flavor. Grapefruit is present.		Mouthfeel: Lots of carbonation when drank from the bottle. Significantly lighter carbonation in the glass.		More like an IPA than a pale ale in my opinion, but it's still a damn fine beer.";;;;;;;;;;
"Picked up the founders variety case, this has to be one of the best out there. First up is the Red's Rye PA		Poured from the bottle to pint glass, appears an amber with coppery hues and nice creamy head that dissipated but laced well.		Smell is a kick of piney/citrusy hops with the soury scent of the rye with a hint of caramel sweetness.		Taste is a great blend of caramely malt and rye front with the hop flavor not as potent as the scent but a great blend.		Mouthfeel is great, well balanced, flavors hit the top of the tongue well and the carbonation is just enough throughout.		This is a highly drinkable beer, just a bit to bitter for more than 2 or 3, but great tasting, done very well.";;;;;;;;;;
"pours slightly murky brown with some purple tinting. a small eggshell colored head quickly recedes to a thin film, yet laces well.		aroma is strongly dominanted by the bourbon. plenty of vanilla, oak, maple. next some scotch ale aromas provide some toffee, nougat, and molasses. smells rich and delicious.		flavor starts actually very fruity with raisins, dates, sweetened dried cherries. vanilla comes next and is supported by some woody earthiness, oak, and pure maple syrup. some dark caramel, toffee, butterscotch (pun intended), brown sugar and a lot of warming, yet pleasant booze. very nice.		very syrupy body with just a touch of carbonation, and a touch of harsh alcohol throughout and lingering.		drinks pretty well for a beer as strong and bourbon-heavy. one in a night is plenty to warm me up, though. one of my favorite winter beers!";;;;;;;;;;
"Dark, rich, mahogany in color with a slight haze. Strong firm head that persisted and left a nice lace. 		Smokey, smokey, smokey (surprise, right?). Hints of pork and hickory. The smoke doesn't let any other aromas threw in the smell. 		Smoke hits your first, but with a bite, and a thick nice toasted coffee follows. Hints of nuts. Bready finish. Smoke persist throughout, but accent the other flavors very well. 		Thick and full bodied, high carbonation. Spreads very nicely around the mouth. Thick like a porter. 		Smoky as anything could imagine, but the other flavors really balance well with it and make it very drinkable. So good, I just had to order another. 		Best smoky beer, and smokiest, I've ever had and I'm sad being an ocean away from having it on tap.";;;;;;;;;;
"Pours: Like the darkest layer of espresso; jet black and unabashedly so. A slight ring if espresso brown colored head quickly dissipates to the edge of the glass and floats on top like a soapy thin layer.		Nose: Citrus orange rhind, slight mint, toffee, caramel malt and big, bright hops, hops that punch you in the face and choke you out like an MMA fighter.		Taste: Citrus hops slap you in the face while burnt toffee, caramel malt and slightly bitter chocolate round things out into a near perfect blend. I just had a ruination before this but Nemesis is almost bigger and brighter than the stone hops. 		Mouthfeel: Creamy, not too thick or watery. The taste sticks on your palate well after the beer is gone.		Overall: Surprisingly amazing but Founders continues to impress me. I've had four of their beers and all have truly astounded me. They are an amazing brewery. This is amazing at a relatively fresh age but it'd be interesting to see a less hoppy version though I don't know if it'd be as good as it is now.";;;;;;;;;;
"On tap poured into 1/2 pint glass at the St Matthew's location.		Poured an Amber brown with a nice head. Smell of sweet dark fruit, bourbon, caramel. Taste the same as it smells with a very pleasant vanilla bourbon addition to the British ale. Mouthfeel is smooth and mild. Even at 8.8% ABV it's very drinkable if I didn't have to drive home.";;;;;;;;;;
"Paid $5.99 for a 22 oz. Menacingly, rich, deep, black with a dark brown head. I've had my share of stouts, but never have I seen one this dark and rich looking. Good dense head, nice brown lacing like caramel spiderwebs. Nose shows coffee, roast barley - great balance with hops in the background. Taste is superb. Heavy oats, coffee, roasted barley, black barley, hop bitterness counters well the sweetness of unfermented gravity. 		Mouthfeel is what sets this stout apart. It's almost chocolate milk, so thick. Coats the tongue, but doesn't stick. Carbonation is present, but very soft. Beautiful.		I'm floored by Hoppin' Frog. Glad they've showed up. I'll be trying more of their beers from now on.";;;;;;;;;;
"I'm a big fan of Yazoo as one of Nashville's few local brews and the only one focusing on brewing rather than brewpubbing, and I'm a big fan of Hefe's. I find the Yazoo Hefe to be an excellent example of the variety. The flavor of cloves dominates in this brew and isn't nearly as citrusy as some other hefe's I've had. The beer finish clean and goes down easy. I have had a few bad Yazoo Hefe's that tasted stale and nearly undrinkable, but I'll chalk those up to bad luck as the majority have been outstanding		The Hefeweizen is now available in bottles, so I'll have to give that a shot and see how it does.";;;;;;;;;;
"Poured into a Duvel tulip.		Pours a dark, dark ruby. If the head were not there, I'd think it's a red wine. You'd think it was black until you see the pink tinged head, which settles to a thick layer with nice foam floating around. Nice lacing.		Huge raspberry concentrate up front on the nose. Smells very sweet, maybe a touch of tartness. Belgian yeast. Smell is one dimensional, but wonderful if you love raspberries.		Again, up front is a huge, tart raspberry presence. Tons of raspberries. This is followed by sweet alcohol, which is a little off putting. It finishes with Belgian yeast, some lemon zest, tart, and dry.		Mouth feel is full bodied and even a little syrupy, which again makes me think raspberry concentrate. Well carbonated.		Overall, this was way more over the top raspberry than I expected. It's a sipper because of the combination of alcohol and tartness. That being said, raspberries are one of my favorite fruits so I'm enjoying the hell out of this.";;;;;;;;;;
"This is actually 9%, not 7.5% (as the description says at the time of my writing.) A beer named Sue - dressed in a black label and black cap (just like the Nashville legend in whom's honor this was made.) White ""SUE"" on the label in the same font as ""CASH"" on Johnny Cash's last several albums. Ok, to the beer...		Appearance - dark, dark opaque brown, almost black. Very little head which quickly disappears.		Smell - Lots of smoke and malt, very nice		Taste - SMOKE, SMOKE, and more SMOKE! There is no doubt that this is a smoked porter, but it is nicely balanced by some chocolate and maybe a hint of coffee. Lots of complexity. One would never think this was a 9% brew.		Mouthfeel - Not bad. Little carbonation - medium body, solid.		Drinkability - For a 9% beer, this is amazing. Very sessionable. I'll be giving this as a gift to many this holiday season. Very proud of my hometown brewery (and, for the record, I don't love everything Yazoo does, but they nailed this one.)";;;;;;;;;;
"2011, poured into a snifter		Appearance- Pours jet black with a small tan head. Good retention and impressive lacing.		Smell- Chocolate, coffee and roasted malts up front, with a bit of piney hops lying underneath.		Taste- Again, chocolate and coffee lead things off. Mixed in with some caramel, licorice, and subtle dark fruits. Cocoa and a very slight smokiness. A semi bitter pine pops up towards the finish. Lingering dark chocolate on the palate, slightly boozy as well.		Mouthfeel- Full body, ample carbonation. ABV is noticeable, but hid well overall. Very smooth.		Overall- What more can you say, another excellent stout from Founders, they flavors stay with you long after the drink.";;;;;;;;;;
"Pours an orangish, hazy amber color with two fingers of foamy head. Great retention. Citrus and floral notes dominate the nose. Nice bready maltiness and solid citrusy, piny, floral hops. Great balance. Mouthfeel is smooth and medium bodied with just the right carbonation.		Nice, complex IPA that's easily drinkable.";;;;;;;;;;
I poured into my glass to a finger of brown head. This beer is black. The head looks pretty thick. This is one sexy looking beer. The aroma is just about every dark scent you can imagine: chocolate, coffee, molasses, licorice, and some alcohol. The taste is alcohol forward at first. As the offering warms up it recedes with the bakers cocoa and coffee coming to the forefront. The taste is slightly bitter, but not too much. The mouthfeel is nice and viscous. This is a beer that I have been eying in the fridge for several months now. It was well worth the wait.;;;;;;;;;;
"Got this from hopscrazy! Thanks Brian!!!		A- Nice heady pour into a tulip glass! Two fingers of deep tan foam that fades fairly quickly and leaves a nice oily lacing all over! Jet black like coffee with the only light shining thru near the foamy head. 		S- Raisins, dark roasted espresso, and a fine 70% chocolate bar! Really nutty and delicious... perhaps even a touch of barnyard? Very refined with a ton of depth... yet somehow simple as a classic porter should be! 		T- A mouthfull of Mocha Iced coffee... gets even better as it warms up. A touch of smoke and roasted nuts. Subtle dried fruits and a hint of bitter hops. The chocolate and fruit really come thru at the end and coat the tongue!		M- Really nice coffee/cocoa/hop bitterness that has a sweet backbone! Not as thick as a Porter can be... yet not as thin as some Porters can are! Each sip leaves you NEEDING more!!! Just a hint of booze! I'd love to have a bourbon barrel version of this so that maybe some vanilla would blast your mouth as well!		O- A damn fine porter indeed!!! I wish I could get this in NY! Great balance! Great play between all the sences! Roasty, nutty, raisiny, chocolatey, coffee'(LOL).";;;;;;;;;;
"Poured from a 12 oz. bottle into a pint glass... hazy golden yellow color with a thing fizzy white head. The head barely lasted a minute before dissipating. 		The aroma is nice, malty, a little citrus flavor... very impressed after the less than impressive appearance. 		The citrus flavor dominates the taste up front... a little sour lemon on the tongue at the end of each sip. It's not bad, but not as balanced as it could be. 		The mouthfeel is average... nothing special but this is definitely a drinkable beer. Light and refreshing and could make for a decent summer session beer.";;;;;;;;;;
"Amberversary, seasonal, Cannon Brewpub, 6.5%abv		This is claimed to be a cross between their amber ale and their IPA. It is less hoppy than their IPA, but is still more like an American IPA than anything else. I've had other American IPAs that are similarly hopped, therefore put it in the AmIPA style.		A Nice thick head, nice lacing. Head stayed around for the whole glass. Amber red in color, clear filtered. A beutiful beer.		S Smells flowery and citrusy. Hops overwhelm any other aromas that may be present, but then that's probably the point and acceptable to me.		T Nice malty flavor comes through the hops. Balance is unmistakenly toward the hops. A little sweetness at the front then fades to bitter at the back. Hopping is not over the top and less than some AmIPAs and it results in a easy drinking amber. Very good.		M Medium body, carbonation is good, alcohol warmth is not detectable.		O A very nice drinking beer. I could have several of these. Nice looking, great smelling, not overwhelming, just a nice to drink beer.";;;;;;;;;;
"Pours an attractive golden yellow. Fuzzy thin white head that quickly dissipates to a rim. Some scattered lacing. 		Mouthfeel is thin, but not overly watery. The smell is a bit offputting. I actually can't put a name to the aroma. There's some piney hops in the background, but there' something else going on here.		The taste has that weird aroma deal mixed in as a flavor. Again, I can't tell what it is. Almost like an acrid aftertaste. When I saw ""dry hopped"", I thought this might end up being more like an IPA than a Pale Ale, but it's a fairly typical example of the style. There's some pine in there. No real tropical or sweet notes, and I don't taste much malt.		Decent, except for that weird aftertaste/smell I can't identify.";;;;;;;;;;
"Wow! Yet another hoppy US brew to find it's way to Oz via David Logdson. Did I say you rock? Anyways, excitement plus, shared with ScottDog and Tits. I'd read a few reviews on this brew via BA before sampling, so I was well aware of it's hoppy goodness.		The TG IPA poured a pale orange into the oversized wine glasses, with a thin (1cm) slightly off white head, that left plenty of lacing on the glass as I sipped. Nicely unfiltered, with a hint of yeast cloud.		Aroma: Wow! a huge hop aroma, blasting me, bigger than any Australian made IPA I can think of at the moment. Big malt, citrus, piney hops, alcohol warmth(?), and more crystal malt.		Tasted wonderful, I could definately drink a few of these. Sadly we only got 1 to share. Huge malt, biscuity, balanced with the exceptional hop bitterness and lingering hop flavour. Hints of the 6.7% abv, more malt and a dry finish, with plenty of hop in the aftertaste. You really know you're drinking a well amde beer here.		Again, why can't Aussie brewers make beer like this. There are the exceptions (Wig & Pen, JS Brewhouse), but there needs to be more of these gorgeous hoppy creations.		Brew Before Dishonour!";;;;;;;;;;
"Appearance: Pours a dark, oily black body with a full, mocha-colored head.		Smell: A pungent aroma overflowing with coffeebeans - some whole, some even ground for a drip machine. Attempting to peak through is some dry, dark bakers chocolate.		Taste: Semi-sweet chocolate maltiness soon yields to the more dominant coffee flavor which is much akin to a cold day-old cup of morning coffee. Some faint citrusy hops join the finish as it warms. Unfortunately, I find that the coffee character tramples unforgivingly over the other lesser flavors of chocolate, oatmeal, charred caramel and smoky cigars. 		Mouthfeel: Full-bodied, with a sofy, velvety mouthfeel. Softly carbonated.		Drinkability: Ultimately, I prefer coffee stouts to allow the other softer undertones to shine through a bit more.";;;;;;;;;;
"Big props to RickSawyer for this one.		Pours out like motor oil on its 6,0000th mile, mmm. Be wary of the formidable that awaits it's release, close to three fingers of nice dark tan head with nice lacing down the glass throughout. Smell is of all the ingredients listed on the label.Tingles the mouth with what feels like bit of hops but that fades as soon as it makes its way down my throat. (I'm puzzled by this because the IBUs are only 25 and it doesn't seem like enough to be assert itself here). Heavy on roasted chocolate then transitions to coffe. Really painfully good. Aftertaste is slightly sweet and makes the tongue tingle and come to life. I really really like this beer. Someone please send me some!!";;;;;;;;;;
A bottle conditioned DIPA which pours frothy, comes out a dirty water yellow, and tastes strongly of citrus hops. This is a great DIPA for Indian food (duh) as the flavor can come through the heat of the meal. Not overly bitter, but a big beer without being chewy, this is one I would see again, especially if I was serving a searingly-spicy dish and needed a beer to stand up to it.;;;;;;;;;;
"Poured from a 12oz bottle into a tulip glass. The bottle reads ""50 IBU's"" and ""10.2%"" around the top of the bottle's neck label. Appearance is a semi-translucent dirty dark brown with a thick foamy head of light tan that is a full two fingers high before slowly falling back to a moderate ring of lace. Aroma is rich, full of oakiness and vanilla, bourbon comes through strong. Also notes of earthy grains and smokiness, sweet dark fruits also present. The taste opens with a big warming bourbon flavor that makes a transition to the vanilla and smoky oak flavors, buttery diacteyl notes, slightest hint towards the big abv% which this beer hides quite well. Aftertaste is lightly sweet but clean. Mouthfeel is silken-smooth, lightly carbonated with a medium body, syrupy in texture, coats the mouth and throat. Drinkability is outstanding for a 10% brew, you are tempted to follow one with another as wonderful as this beer is. This is a beer you sit and sip quietly to appreciate; I would suggest limiting it to one of these per sitting. Easily one of my top ten, highly recommend trying, definitely worth the higher price tag.";;;;;;;;;;
"Served from a 22oz. bottle, acquired via trade with jlindros (thanks man), into my North Coast snifter (11/23/09) at an appropriate temperature. 		A: Pours burnt golden orange capped off with a creamy 1.5 finger head that fades quickly leaving a bit of lacing. 		S: Sweet malty aroma combined with bitter hops containing citrus and pine. 		T: Certainly a more malt-forward DIPA, but quite pleasant in its own respect. Semi-sweet malt comprised of caramel and a slight burnt sugar. The hops are mainly pine flavored in nature with a moderate citrus twang. 		M: A fuller-bodied beer with appropriate carbonation and a well hidden 8.2% abv.		D: Good drinkability, but I prefer a slightly more citrus dominated hops in my DIPAs.		Overall this beer was an above average DIPA with a very nice malt backbone, but lacked a bit of flavor in the hops department. Thanks again Jared. Recommended for malt-forward DIPA fans.";;;;;;;;;;
"I've had a bottle of this sitting in the cellar for a couple months, purchased from Founder's itself. The notch indicates it was bottled in March 2008, so it's a recent edition.		Decanted into a pint glass. Pours a clear, rich honey-orange color. Thick, foamy white head that descends in a consistent layer. Not much lacing. But the beer is very appealing.		Smell starts with a piny, citrusy swell of hops, but there's a decent maltiness to off-set it. Some caramel grains.		Flavors really travel well. It starts with a big honey, caramel malty blast - not what you'd expect from a Triple IPA. There's a strong dash of the piny hops in the middle of the tongue, and then that fades. Then, about five seconds later, the aftertaste kicks in a HUGE wallop of hops. There's your 200+ IBUs! Pretty fun experience.		Mouthfeel is moderately thick. Goes perfectly with the rich maltiness and big hops.		This is an interesting beer. At first it hints at a big West Coast hoppiness, but it's balanced out nicely with some bold sweet flavors. For a beer that boasts high IBUs, it's really a dynamic beer, not one that just rakes your palate with extreme hoppiness.";;;;;;;;;;
"200th review - Received as an extra from iceicebaby (thanks again Sean). Served in my DFH snifter. Poured a dark, opaque brown. Quarter-inch tan-colored head subsided into a slick of foam with a solid ring around the shoulders. Jagged peaks and valleys of lacing, but adherence is somewhat spotty. Smell is decadent. Lots of coffee and molasses up front with a warm bourbon quality in the background. Dark fruit is revealed as the snifter warmed in my hand. Flavors offer a nice and balanced blend of the qualities presented in the nose. Coffee is roasty without tasting burnt or astringent. Cocoa flavors are detected as well. Bourbon character is complementary rather than over-assertive. Mouthfeel is medium-bodied and silky up front; not at all viscous. A little chalky, but not unpleasantly so. Alcohol is fairly well-hidden and quite drinkable. A great brew to celebrate my 200th review.";;;;;;;;;;
22 oz bottle was about $16 at The Keg in Clarksville, Indiana. Pours a slightly hazed garnet body with a small and soapy pink head. A few flecks of lace are left on the goblet. Aroma is earthy yeasty mushrooms and lots of raspberries. Taste mirrors the aroma, with lots of tart raspberries and some earthy yeast. Alcohol is miraculously hidden except for a slight warmth. Very drinkable for such a large fruit beer.;;;;;;;;;;
Nice and dark on the pour with a small head. Mild roasty aroma - nothing too overpowering.;;A light coffe taste - maybe a bit watery. Medium carbonation - a bit of a fizz to the tongue.;;An easy drinking beer with nothing standing out too much - nothing bad and nothing stupendous.;;;;;;
Pours into the glass with a deep tan head on top of solid black liquid. Features a complex coffee and cocoa nose with an oatmeal background. The thick luxurious mouthfeel offers flavors of dark chocolate, more coffee and hoppy bitterness tempered with smooth oatiness. Finishes complex and wonderfully bittersweet. The aftertaste just goes on and on, one of the truly great stouts!;;;;;;;;;;
"Pours jet-black, thick like motor oil. Cocoa powder colored head, starts off thin but quickly billows out. Looks like chocolate milk, sticks to itself but still leaves some cool lacing. Smells like harsh instant coffee, coffee extract personified. Kind of a bran smell also, if bran had a real distinctive smell.		First impression: Lots and lots of coffee. When I burp it still tastes like coffee. Dark chocolate also is present, except it's not a real bitter dark chocolate, it's very in tune to the rest of the beer. A lot sweeter than I had imagined it would be. Just the barest hint of hops at the end, but this still trends towards the sweet side (for a big stout). has an oatmeal like smoothness to it, smooth but still a little sticky, doesn't quite have that velvety feel. Big, slick yet coating, without a ton of carbonation. In this case, it works. Maybe a little thin, not quite as all-enveloping that I had hoped. But it had big expectations to live up to. Super smooth and infinitely drinkable. Not hands down the greatest stout I've had so far, but it lives up to the hype. I could drink this forever.";;;;;;;;;;
"A clouded straw-colored body gives rise to a huge and sticky off-white head. 	This brings a lot of floured sourdough in the nose for something boasting fresh hops. Given time it gathers a domineering persona of pine needles, mint leaves, sea salt, and grass.	It enters the mouth with a steady shortbread maltiness that gathers towards white grapes over time (but never gets there). Hops add a variety of pepper, mint, and evergreen. But for what it is, they never truly assert themselves, even though this is one of the most compulsively drinkable hop combinations I've come across. It's mostly salty, and thus assures rapid drinking. The malt never supports a body that can support the hops. 	From a rating standpoint, it's dry and hoppy and drinkable, and virtually uninteresting aside from that.	The mouthfeel is equally peppered with CO2. It's a bit rasping and abrasive. And never settles down.	This is a very decent APA, but it is that and nothing more (and quite salty as such). Don't let your hopes run higher than that.	I feel like I'm overrating it...I like it. But it's a far cry from stuff like Great Divide's Fresh Hop Harvest Ale.";;;;;;;;;;
"This is an awesome beer....the amarillos are put to good use as this has a fantastic juicy citrus aroma..sweet citrus...almost like citrus style candies....I've been smelling this for about 2 minutes straight and I can detect a slight spicy rye note as well but it is very, very subtle...		The taste is where the rye really adds an awesome dimension to this very hop forward juicy ale..but its not just the rye..there is some real multidimensional character to this beer...light notes of caramel as well....finishes spicy and somewhat dry.		This is a great beer. Had this with a BBQ last week and I ended up drinking three of them because they were sliding down so much...I just couldn't put the glass down....tonight as I review it I have similar thoughts....great beer....I have the new Tyranena Rye Bitter woman and I am saving the last one of these to try side by side with that one..";;;;;;;;;;
"Poured from a 12oz brown bottle into a clear glass snifter. No freshness date. Purchased as 4-pack at Wine Warehouse (Charlottesville, VA) for $10.25.		A: Totally opaque black with tan edges and short cap of tan head with a few spots of lace.		S: Plenty of dark chocolate and coffee but a ton of leafy, tobacco-ish hops come through with big toasted malts		T: The taste is very bitter but cut nicely with more sweet than bitter chocolate. The leafy hops still play a huge role in the slightly but not unpleasantly acrid finish.		M: The mouthfeel is smooth generally except that the finish is a bit astringent. Carbonation is really low and it has a really nice coating, viscous quality that is good but not too much.		D: Deadly good drinkability and superior quality. Not a surprise given the huge love this brew gets, but I still think I like Expedition Stout and Ten Fidy a little more.		12/5/2009: At 3 months, the tobacco nature of the hops has faded and the chocolate and coffee character is gaining some steam.";;;;;;;;;;
"Poured from bottle to Boulevard Smokestack tulip. Really happy to find O'Fallon on the shelves in KC again. Having lived blocks away from this brewery for 2 years, it's a sentimental favorite. Bottled 8/24/2011 per julian stamp on bottle.		A: Chestnut and slightly hazy. An off-white head dissipates quickly but sticks around. Not much lacing.		S: Very nice aroma of pumpkin, brown sugar, and cinnamon.		T: Slightly bready malt with pumpkin, pumpkin rind, cinnamon, nutmeg, burnt sugar, and coriander. Nice flavor. 		M: Medium-bodied with an interesting consistency. Dexterous but not chunky. The slightest of hops bitterness at the finish.		O: An enjoyable pumpkin ale. I feel the Schlafly Pumpkin Ale is much superior as far as the local offerings go, but this one is more drinkable and better suited for sitting around the fire pit while passing out candy to trick-or-treaters.";;;;;;;;;;
"12oz bottle		Pours a pale golden yellow color with an enormous white head that goes vertical still after passing the rim of the glass. Big nose of fresh fruity hops, lots of piney/citrus juiciness as well as some strawberry and melon notes, very nice. Big hop flavor as well, 70 IBUS packs a very large punch when the freshness of the hops put on display. Its not overly bitter either just lots of clean, grassy hops for you to drool over. Light and crisp medium body, very well carbonation and quaff-able i had 2 before dinner last night and wished i had more in the fridge! I highly recommend for the the hop heads!";;;;;;;;;;
"at the lizard		i'm in love with the black rye so i was excited to give the red one a taste		pours a garnet with amber highlights and a feeble head (could be the glass, i suppose). NW hop aroma...smelled like someone had actually put hop pellets into my glass. i'm not sure if i would have picked up on the rye if i didn't know to look for it; subtle, but i did find it		medium mouthfeel		not what i had hoped for given my afinity for the black one";;;;;;;;;;
"Sold as a 16 Fl. Oz. Pint Glass as ""McGillin's Genuine Lager"" at cGillin's Olde Ale House		A: This beer has a nice golden color and a inch of white head		S: This beer has a mix of citrus, peppers, grains and grass smells to it		T: This beer a nice tates of citrus and spices, which comes from the finest imported 2-row malt and German noble hops		M: This beer goes down smooth		O: This is a beer that I will drink over and over again";;;;;;;;;;
Pours a clear rich mahogany in color with a bit over a finger of tan head. Aroma is dominated by a nice smoky character that is moderately strong and is at times reminiscent of bacon. There is a good malt presence in the background. Taste is much like the aroma. The character is mostly smoky with malty and toasty undertones. The character of this beer is fairly reminiscent of a marzen with some nice smoky aroma and flavor. Mouthfeel is pretty good with medium body and moderate-high carbonation. Drinkability is pretty good. Overall this beer is easy to drink with great complexity and plenty of flavors to keep things interesting.;;;;;;;;;;
".5L emptied into a Pokal. 		A: Poured a dark gold with little head retention with little lacing.		S: The Saaz hops really come to the fore in this beer. The malt is quite subdued. 		M: Medium bodied with light carbonation. 		T: Crisp, with a nice bite on the finish. Malt remains in the background with this beer, no surprise there. 		D: Very drinkable and a nice alternate to judge other pilseners by. When I first began my beer quest, I hated this. I found it downright foul. Funny how tastes change...";;;;;;;;;;
"I tried this side-by-side with KBS. It is an excellent pour, but alas, I'd have to say, I much prefer the KBS.		The maple syrup character makes this just a little too sweet. KBS is already fairly sweet, but this just kicks it up a bit too much. I also prefer the aroma of KBS, but then again, that's because I love bourbon. So if you are not a fan of overly boozy bourbon barrel-aged beers, you are probably going to love this.		All of the other complexities remain. This is a very good beer that I was happy to be able to try, but falls short of being ""exceptional"" in my opinion.";;;;;;;;;;
"A - Mainly drank this one out of the bottle, but a brief look revealed an amber/brown-ish colored beer with an off-white/tan head, like a Marzen, but a bit thicker.		S - Smell is of caramel and molasses, and lots of smoky character! It's almost like a smoked sausage or beef jerky character. As odd as that may sound, it's actually quite pleasant and unoffensive coming from a beer.		T - Taste if of rich, smooth caramel malts w/molasses notes, lots of ""woody"" character, and an almost meat-like flavor (I think of sausage/brats as I drink it). A very different flavor from what I'm used to, and yet, a quite delicious one! Somehow, the smoke/meat-ish elements blend amazingly well into beer. This is truly for the open-minded beer connoisseurs though.		M - Mouthfeel is medium bodied, and moderately carbonated, yet very smooth and pretty easy to drink.		D - Although it's a bit on the hearty side, I could happily enjoy a couple pints of it.		Overall - This was actually my first time trying a Rauchbier, and I honestly have to say this is a new style I've fallen in love with. However, it's very unique, and will probably come as an acquired taste for many. Nonetheless, something tells me I'll be coming back to this one regularly during the Winter, and enjoying some sausage or bratwursts with it!";;;;;;;;;;
"First off i want to thank my good buddy Sudsdog for just sending me this beer because i need to try it. Man, i love being a BA.	PS. Send more !		Poured the 12oz. stubby brown bottle into a Mad Elf tulip glass (Good Choice) Looked like dirty motor oil you know Texas crude,black oil I felt like a millionare. Opaque could also be used here. Got A 2'' mocha head from a hard pour had decent retention left a thick creamy layer that just would not die.Some beautiful lace curtians decorating the glass on the way down. Just a smigen shy of a 5 on the head		The aroma one word ""Heavenly"" complex to say the least. A strong charred wood smell,bakers chocolate the chocolate aroma reminded me of the ride through the Hershey factory.Very roasty,cappachino,sweet sents of chocolate throughtout. Very earthy,woody a toasty/toffee with a candied carmell and a hint of some vanallia creamer added.		Intense roastyness/bitter chocolate with strong charred/burnt wood tastes. Has a flash of alcohol in the mid taste with a note of vanallia. Great balance with a sharp,crisp,dry/puckering feel get right to the point. Very earthy feel with overtones of burbon throughout. The taste is simply out of this world.		The mouthfeel is extremely light and creamy, ""nitro-like"" with some some slight cloying this beer just seems to melt away in your mouth.	The most drinkable 10% stout you will find went down so smooth and easy really wishing I had more. Don't know what else to say other than: ""wish i had more"" A must try beer in my book !";;;;;;;;;;
"Hoppin' Frog Mean Manalishi Double IPA is rich, earthy, roasty, and gorgeous.		It poured a perfect deep copper with a two-finger tan head, and it let perfect thick, tight rings of lace. This was exactly the appearance I expect from a Double IPA. During, and right after the pour, there was a hint of citric aroma: however that quickly gave way to aroma matching the flavor: very rich earthyness, with pine resin and roasted malt. The after-taste was the most enjoyable and richest I ever experienced, dominated by salty dry roasted almonds. The feel was a little thin; however, it finished with a nice dryness that complimented the roasty/salty flavor.		When judging beer, I often ask, if I would acquire more of the beer I was drinking, or if I would work it into my regular rotation. Hoppin' Frog Mean Manalishi gets a resounding ""yes"" to both questions. The rich flavors and roasty finish make it a contender for another question I always ask: If I can only have one beer the rest of my life, what would it be?";;;;;;;;;;
"Appearance: Pours an orange-gold color, with about a finger length head, soapy lacing that slowly slides down the edges		Smell: Citrus, some fruits, sweet maltiness, with hops in the background 		Taste: A hoppy flavor that has a nearly perfect complement of maltiness; roasted and caramel notes. Its very balanced, the hops are not overpowering; basically...really good. 		Mouthfeel: smooth and slick on the tongue, lightly carbonated, slightly syrupy, aftertaste occasionally contains the high alcohol content that you don't normally notice. 		Drinkability: High, very high. This is a tasty beer. It has a nice balance of sweet and bitterness. The alcohol content is pretty high and you don't really notice it till it enters the aftertaste which happens occasionally.";;;;;;;;;;
